review_id	source_record_id	paper_id	status	operator	operator_status	ready	context_chars	routed_section_ids	signal_terms	numeric_hits	structured_source	text_chars	sections	tables	figures	title	fulltext_path
H038	R052	drone-pupae-extract-enhances-hanwoo-myosatellite-cell-function-for-cultivated-me	ready_for_operator_extraction	context	ready	yes	24967	S1;S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8;S2.9;S2.10;S2.11;S2.12;S2.13;S2.14	bovine;cell;cells;muscle;myoblast;satellite	33	jats_xml	46746	21	6	6	Drone pupae extract enhances Hanwoo myosatellite cell function for cultivated meat production	data/papers/drone-pupae-extract-enhances-hanwoo-myosatellite-cell-function-for-cultivated-me/fulltext.txt
H038	R052	drone-pupae-extract-enhances-hanwoo-myosatellite-cell-function-for-cultivated-me	ready_for_operator_extraction	medium	ready	yes	33603	S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8;S2.9;S2.10;S2.11;S2.12;S2.13;S2.14;S3.1;S3.2;S3.3;S3.4;S3.5	albumin;dmem;extract;hydrolysate;media;medium;serum;supplement	38	jats_xml	46746	21	6	6	Drone pupae extract enhances Hanwoo myosatellite cell function for cultivated meat production	data/papers/drone-pupae-extract-enhances-hanwoo-myosatellite-cell-function-for-cultivated-me/fulltext.txt
H038	R052	drone-pupae-extract-enhances-hanwoo-myosatellite-cell-function-for-cultivated-me	ready_for_operator_extraction	dose	ready	yes	33603	S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8;S2.9;S2.10;S2.11;S2.12;S2.13;S2.14;S3.1;S3.2;S3.3;S3.4;S3.5	concentration;mg/ml;passage;proliferation;viability	38	jats_xml	46746	21	6	6	Drone pupae extract enhances Hanwoo myosatellite cell function for cultivated meat production	data/papers/drone-pupae-extract-enhances-hanwoo-myosatellite-cell-function-for-cultivated-me/fulltext.txt
H038	R052	drone-pupae-extract-enhances-hanwoo-myosatellite-cell-function-for-cultivated-me	ready_for_operator_extraction	endpoints	ready	yes	33603	S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8;S2.9;S2.10;S2.11;S2.12;S2.13;S2.14;S3.1;S3.2;S3.3;S3.4;S3.5	differentiation;fusion;myog;proliferation;viability	38	jats_xml	46746	21	6	6	Drone pupae extract enhances Hanwoo myosatellite cell function for cultivated meat production	data/papers/drone-pupae-extract-enhances-hanwoo-myosatellite-cell-function-for-cultivated-me/fulltext.txt
H038	R052	drone-pupae-extract-enhances-hanwoo-myosatellite-cell-function-for-cultivated-me	ready_for_operator_extraction	findings	ready	yes	18368	S1;S3.1;S3.2;S3.3;S3.4;S3.5;S4	conclusion;increased;significant	5	jats_xml	46746	21	6	6	Drone pupae extract enhances Hanwoo myosatellite cell function for cultivated meat production	data/papers/drone-pupae-extract-enhances-hanwoo-myosatellite-cell-function-for-cultivated-me/fulltext.txt
H039	R053	the-l-ascorbic-acid-increases-proliferation-and-differentiation-of-yanbian-cattl	ready_for_operator_extraction	context	ready	yes	14380	S1;S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8	bovine;cell;cells;muscle;satellite	10	jats_xml	45884	17	1	8	The L-Ascorbic Acid Increases Proliferation and Differentiation of Yanbian Cattle Skeletal Muscle Satellite Cells by Activating the Akt/mTOR/P70S6K Signaling Pathway	data/papers/the-l-ascorbic-acid-increases-proliferation-and-differentiation-of-yanbian-cattl/fulltext.txt
H039	R053	the-l-ascorbic-acid-increases-proliferation-and-differentiation-of-yanbian-cattl	ready_for_operator_extraction	medium	ready	yes	17857	S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8;S3.1;S3.2;S3.3;S3.4;S3.5;S3.6	albumin;dmem;extract;medium;serum	24	jats_xml	45884	17	1	8	The L-Ascorbic Acid Increases Proliferation and Differentiation of Yanbian Cattle Skeletal Muscle Satellite Cells by Activating the Akt/mTOR/P70S6K Signaling Pathway	data/papers/the-l-ascorbic-acid-increases-proliferation-and-differentiation-of-yanbian-cattl/fulltext.txt
H039	R053	the-l-ascorbic-acid-increases-proliferation-and-differentiation-of-yanbian-cattl	ready_for_operator_extraction	dose	ready	yes	17857	S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8;S3.1;S3.2;S3.3;S3.4;S3.5;S3.6	concentration;passage;proliferation;viability	24	jats_xml	45884	17	1	8	The L-Ascorbic Acid Increases Proliferation and Differentiation of Yanbian Cattle Skeletal Muscle Satellite Cells by Activating the Akt/mTOR/P70S6K Signaling Pathway	data/papers/the-l-ascorbic-acid-increases-proliferation-and-differentiation-of-yanbian-cattl/fulltext.txt
H039	R053	the-l-ascorbic-acid-increases-proliferation-and-differentiation-of-yanbian-cattl	ready_for_operator_extraction	endpoints	ready	yes	17857	S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8;S3.1;S3.2;S3.3;S3.4;S3.5;S3.6	cell counting;differentiation;fusion;myod;myog;myogenic;pax7;proliferation;viability	24	jats_xml	45884	17	1	8	The L-Ascorbic Acid Increases Proliferation and Differentiation of Yanbian Cattle Skeletal Muscle Satellite Cells by Activating the Akt/mTOR/P70S6K Signaling Pathway	data/papers/the-l-ascorbic-acid-increases-proliferation-and-differentiation-of-yanbian-cattl/fulltext.txt
H039	R053	the-l-ascorbic-acid-increases-proliferation-and-differentiation-of-yanbian-cattl	ready_for_operator_extraction	findings	ready	yes	27386	S1;S3.1;S3.2;S3.3;S3.4;S3.5;S3.6;S4;S5	alternative;conclusion;cost;decreased;improved;increased;significant	17	jats_xml	45884	17	1	8	The L-Ascorbic Acid Increases Proliferation and Differentiation of Yanbian Cattle Skeletal Muscle Satellite Cells by Activating the Akt/mTOR/P70S6K Signaling Pathway	data/papers/the-l-ascorbic-acid-increases-proliferation-and-differentiation-of-yanbian-cattl/fulltext.txt
H040	R054	effect-of-glucose-and-lysine-supplementation-on-myogenic-and-adipogenic-gene-exp	ready_for_operator_extraction	context	ready	yes	13215	S1;S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8;S2.9;S2.10	bovine;cell;cells;muscle;myoblast;satellite	25	jats_xml	51518	31	12	4	Effect of glucose and lysine supplementation on myogenic and adipogenic gene expression in muscle satellite cells isolated from Hanwoo with different genotypes of PLAG1: Implications for cell-based food production	data/papers/effect-of-glucose-and-lysine-supplementation-on-myogenic-and-adipogenic-gene-exp/fulltext.txt
H040	R054	effect-of-glucose-and-lysine-supplementation-on-myogenic-and-adipogenic-gene-exp	ready_for_operator_extraction	medium	ready	yes	16904	S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8;S2.9;S2.10;S3.1;S3.2.1;S3.2.2;S3.2.3;S3.2.4;S3.3.1;S3.3.2;S3.3.3;S3.3.4;S3.4;S3.5	dmem;extract;media;medium;serum	23	jats_xml	51518	31	12	4	Effect of glucose and lysine supplementation on myogenic and adipogenic gene expression in muscle satellite cells isolated from Hanwoo with different genotypes of PLAG1: Implications for cell-based food production	data/papers/effect-of-glucose-and-lysine-supplementation-on-myogenic-and-adipogenic-gene-exp/fulltext.txt
H040	R054	effect-of-glucose-and-lysine-supplementation-on-myogenic-and-adipogenic-gene-exp	ready_for_operator_extraction	dose	ready	yes	16981	S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8;S2.9;S2.10;S3.1;S3.2.1;S3.2.2;S3.2.3;S3.2.4;S3.3.1;S3.3.2;S3.3.3;S3.3.4;S3.4;S3.5;S11	cell number;concentration;proliferation;viability	23	jats_xml	51518	31	12	4	Effect of glucose and lysine supplementation on myogenic and adipogenic gene expression in muscle satellite cells isolated from Hanwoo with different genotypes of PLAG1: Implications for cell-based food production	data/papers/effect-of-glucose-and-lysine-supplementation-on-myogenic-and-adipogenic-gene-exp/fulltext.txt
H040	R054	effect-of-glucose-and-lysine-supplementation-on-myogenic-and-adipogenic-gene-exp	ready_for_operator_extraction	endpoints	ready	yes	16904	S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8;S2.9;S2.10;S3.1;S3.2.1;S3.2.2;S3.2.3;S3.2.4;S3.3.1;S3.3.2;S3.3.3;S3.3.4;S3.4;S3.5	differentiation;myod;myog;pax7;proliferation;viability	23	jats_xml	51518	31	12	4	Effect of glucose and lysine supplementation on myogenic and adipogenic gene expression in muscle satellite cells isolated from Hanwoo with different genotypes of PLAG1: Implications for cell-based food production	data/papers/effect-of-glucose-and-lysine-supplementation-on-myogenic-and-adipogenic-gene-exp/fulltext.txt
H040	R054	effect-of-glucose-and-lysine-supplementation-on-myogenic-and-adipogenic-gene-exp	ready_for_operator_extraction	findings	ready	yes	21931	S1;S3.1;S3.2.1;S3.2.2;S3.2.3;S3.2.4;S3.3.1;S3.3.2;S3.3.3;S3.3.4;S3.4;S3.5;S4;S5	conclusion;decreased;improved;increased;significant	18	jats_xml	51518	31	12	4	Effect of glucose and lysine supplementation on myogenic and adipogenic gene expression in muscle satellite cells isolated from Hanwoo with different genotypes of PLAG1: Implications for cell-based food production	data/papers/effect-of-glucose-and-lysine-supplementation-on-myogenic-and-adipogenic-gene-exp/fulltext.txt
H041	R055	effect-of-crude-polysaccharides-from-ecklonia-cava-hydrolysate-on-cell-prolifera	ready_for_operator_extraction	context	ready	yes	9875	S1;S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8	bovine;cell;cells;muscle;satellite	11	jats_xml	30676	21	1	6	Effect of Crude Polysaccharides from Ecklonia cava Hydrolysate on Cell Proliferation and Differentiation of Hanwoo Muscle Stem Cells for Cultured Meat Production	data/papers/effect-of-crude-polysaccharides-from-ecklonia-cava-hydrolysate-on-cell-prolifera/fulltext.txt
H041	R055	effect-of-crude-polysaccharides-from-ecklonia-cava-hydrolysate-on-cell-prolifera	ready_for_operator_extraction	medium	ready	yes	19484	S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8;S3.1;S3.2;S3.3;S3.4	albumin;dmem;extract;hydrolysate;media;medium;serum	13	jats_xml	30676	21	1	6	Effect of Crude Polysaccharides from Ecklonia cava Hydrolysate on Cell Proliferation and Differentiation of Hanwoo Muscle Stem Cells for Cultured Meat Production	data/papers/effect-of-crude-polysaccharides-from-ecklonia-cava-hydrolysate-on-cell-prolifera/fulltext.txt
H041	R055	effect-of-crude-polysaccharides-from-ecklonia-cava-hydrolysate-on-cell-prolifera	ready_for_operator_extraction	dose	ready	yes	19484	S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8;S3.1;S3.2;S3.3;S3.4	concentration;mg/ml;proliferation;viability	13	jats_xml	30676	21	1	6	Effect of Crude Polysaccharides from Ecklonia cava Hydrolysate on Cell Proliferation and Differentiation of Hanwoo Muscle Stem Cells for Cultured Meat Production	data/papers/effect-of-crude-polysaccharides-from-ecklonia-cava-hydrolysate-on-cell-prolifera/fulltext.txt
H041	R055	effect-of-crude-polysaccharides-from-ecklonia-cava-hydrolysate-on-cell-prolifera	ready_for_operator_extraction	endpoints	ready	yes	19484	S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S2.7;S2.8;S3.1;S3.2;S3.3;S3.4	differentiation;fusion;myod;myog;myogenic;pax7;proliferation;viability	13	jats_xml	30676	21	1	6	Effect of Crude Polysaccharides from Ecklonia cava Hydrolysate on Cell Proliferation and Differentiation of Hanwoo Muscle Stem Cells for Cultured Meat Production	data/papers/effect-of-crude-polysaccharides-from-ecklonia-cava-hydrolysate-on-cell-prolifera/fulltext.txt
H041	R055	effect-of-crude-polysaccharides-from-ecklonia-cava-hydrolysate-on-cell-prolifera	ready_for_operator_extraction	findings	ready	yes	16952	S1;S3.1;S3.2;S3.3;S3.4;S4	alternative;conclusion;decreased;improved;increased;significant	2	jats_xml	30676	21	1	6	Effect of Crude Polysaccharides from Ecklonia cava Hydrolysate on Cell Proliferation and Differentiation of Hanwoo Muscle Stem Cells for Cultured Meat Production	data/papers/effect-of-crude-polysaccharides-from-ecklonia-cava-hydrolysate-on-cell-prolifera/fulltext.txt
H042	R056	conditioned-serum-free-culture-medium-accomplishes-adhesion-and-proliferation-of	ready_for_operator_extraction	context	ready	yes	28676	S1;S4.1;S4.2;S4.3;S4.4;S4.5;S4.6;S4.7;S4.8	bovine;cell;cells;muscle;satellite	20	jats_xml	67200	17	0	6	Conditioned serum-free culture medium accomplishes adhesion and proliferation of bovine myogenic cells on uncoated dishes	data/papers/conditioned-serum-free-culture-medium-accomplishes-adhesion-and-proliferation-of/fulltext.txt
H042	R056	conditioned-serum-free-culture-medium-accomplishes-adhesion-and-proliferation-of	ready_for_operator_extraction	medium	ready	yes	44325	S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S4.1;S4.2;S4.3;S4.4;S4.5;S4.6;S4.7;S4.8	albumin;basal;conditioned;dmem;extract;media;medium;serum;serum-free;supplement	56	jats_xml	67200	17	0	6	Conditioned serum-free culture medium accomplishes adhesion and proliferation of bovine myogenic cells on uncoated dishes	data/papers/conditioned-serum-free-culture-medium-accomplishes-adhesion-and-proliferation-of/fulltext.txt
H042	R056	conditioned-serum-free-culture-medium-accomplishes-adhesion-and-proliferation-of	ready_for_operator_extraction	dose	ready	yes	44386	S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S4.1;S4.2;S4.3;S4.4;S4.5;S4.6;S4.7;S4.8;S5	cell number;concentration;mg/ml;ng/ml;passage;proliferation	56	jats_xml	67200	17	0	6	Conditioned serum-free culture medium accomplishes adhesion and proliferation of bovine myogenic cells on uncoated dishes	data/papers/conditioned-serum-free-culture-medium-accomplishes-adhesion-and-proliferation-of/fulltext.txt
H042	R056	conditioned-serum-free-culture-medium-accomplishes-adhesion-and-proliferation-of	ready_for_operator_extraction	endpoints	ready	yes	44325	S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S4.1;S4.2;S4.3;S4.4;S4.5;S4.6;S4.7;S4.8	cell counting;differentiation;myog;myogenic;proliferation	56	jats_xml	67200	17	0	6	Conditioned serum-free culture medium accomplishes adhesion and proliferation of bovine myogenic cells on uncoated dishes	data/papers/conditioned-serum-free-culture-medium-accomplishes-adhesion-and-proliferation-of/fulltext.txt
H042	R056	conditioned-serum-free-culture-medium-accomplishes-adhesion-and-proliferation-of	ready_for_operator_extraction	findings	ready	yes	31377	S1;S2.1;S2.2;S2.3;S2.4;S2.5;S2.6;S3	alternative;conclusion;cost;decreased;improved;increased;limitation;serum-free;significant	36	jats_xml	67200	17	0	6	Conditioned serum-free culture medium accomplishes adhesion and proliferation of bovine myogenic cells on uncoated dishes	data/papers/conditioned-serum-free-culture-medium-accomplishes-adhesion-and-proliferation-of/fulltext.txt
